n,collision_rate,pattern,height,avg_depth,balance_height,balance_size
350000,0,ascending,46,22,0.445783,0.442308
350000,0,ascending,48,24,0.392405,0.376712
350000,0,ascending,46,23,0.458824,0.476821
350000,0,ascending,44,22,0.482353,0.519481
350000,0,ascending,46,24,0.439024,0.5
350000,0,ascending,47,23,0.440476,0.471831
350000,0,ascending,44,23,0.421053,0.413793
350000,0,ascending,42,22,0.487805,0.446667
350000,0,ascending,43,22,0.47561,0.470968
350000,0,ascending,42,22,0.531646,0.557823
350000,0,ascending,47,23,0.580247,0.567568
350000,0,ascending,45,22,0.482759,0.477987
350000,0,ascending,50,23,0.418605,0.398601
350000,0,ascending,49,24,0.556818,0.573333
350000,0,ascending,46,23,0.567901,0.587413
350000,0,ascending,49,22,0.556818,0.540881
350000,0,ascending,45,23,0.661765,0.709677
350000,0,ascending,44,21,0.53012,0.515723
350000,0,ascending,45,22,0.488636,0.49697
350000,0,ascending,43,22,0.551282,0.552632
350000,0,ascending,44,22,0.46988,0.472973
350000,0,ascending,41,22,0.493827,0.477124
350000,0,ascending,46,23,0.560976,0.496403
350000,0,ascending,45,21,0.511364,0.50625
350000,0,ascending,46,23,0.582278,0.522059
350000,0,ascending,47,22,0.54023,0.522013
350000,0,ascending,42,22,0.481481,0.430556
350000,0,ascending,49,23,0.590361,0.621622
350000,0,ascending,48,23,0.428571,0.43038
350000,0,ascending,45,23,0.555556,0.555556
350000,0,ascending,42,22,0.531646,0.542484
350000,0,ascending,44,22,0.488372,0.486667
350000,0,ascending,44,23,0.611111,0.679688
350000,0,ascending,44,22,0.46988,0.5
350000,0,ascending,47,23,0.580247,0.613139
350000,0,ascending,47,23,0.308824,0.308333
350000,0,ascending,47,21,0.546512,0.524691
350000,0,ascending,42,22,0.518519,0.527027
350000,0.01,ascending,62,28,0.639175,0.627778
350000,0.01,ascending,63,27,0.533898,0.519337
350000,0.01,ascending,55,26,0.509259,0.492611
350000,0.01,ascending,52,25,0.52,0.52381
350000,0.01,ascending,66,29,0.333333,0.329341
350000,0.01,ascending,69,28,0.616071,0.55
350000,0.01,ascending,50,24,0.520833,0.539773
350000,0.01,ascending,61,27,0.592233,0.559783
350000,0.01,ascending,58,28,0.651685,0.586207
350000,0.01,ascending,58,29,0.340909,0.353333
350000,0.01,ascending,56,27,0.56,0.607843
350000,0.01,ascending,59,28,0.608247,0.592857
350000,0.01,ascending,56,27,0.589474,0.5625
350000,0.01,ascending,55,26,0.47619,0.445596
350000,0.01,ascending,63,26,0.636364,0.607362
350000,0.01,ascending,57,28,0.564356,0.535484
350000,0.01,ascending,55,26,0.56701,0.52381
350000,0.01,ascending,53,25,0.576087,0.534591
350000,0.01,ascending,61,29,0.628866,0.607843
350000,0.01,ascending,65,27,0.398148,0.414365
350000,0.01,ascending,56,27,0.571429,0.52027
350000,0.01,ascending,54,25,0.574468,0.554217
350000,0.01,ascending,66,28,0.647059,0.592814
350000,0.01,ascending,55,25,0.504587,0.526042
350000,0.01,ascending,53,25,0.552083,0.58642
350000,0.01,ascending,48,25,0.489362,0.511364
350000,0.01,ascending,50,25,0.537634,0.572327
350000,0.01,ascending,65,27,0.625,0.613095
350000,0.01,ascending,76,29,0.666667,0.568047
350000,0.01,ascending,52,27,0.530612,0.515152
350000,0.01,ascending,60,26,0.618557,0.592814
350000,0.01,ascending,55,25,0.47619,0.468571
350000,0.01,ascending,70,30,0.630631,0.559322
350000,0.01,ascending,66,28,0.573913,0.574586
350000,0.01,ascending,73,29,0.598361,0.643678
350000,0.01,ascending,56,26,0.554455,0.592593
350000,0.01,ascending,51,24,0.542553,0.575581
350000,0.01,ascending,81,36,0.72973,0.666667
350000,0.01,ascending,57,27,0.548077,0.537143
350000,0.01,ascending,64,29,0.680851,0.616883
350000,0.01,ascending,74,30,0.637931,0.579235
350000,0.01,ascending,53,26,0.480392,0.452941
350000,0.01,ascending,50,25,0.456522,0.478788
350000,0.01,ascending,60,28,0.491525,0.482051
350000,0.01,ascending,56,24,0.44,0.462366
350000,0.01,ascending,72,27,0.610169,0.603093
350000,0.01,ascending,67,31,0.412281,0.340102
350000,0.01,ascending,77,33,0.34188,0.365714
350000,0.01,ascending,61,26,0.598039,0.587302
350000,0.01,ascending,64,26,0.576577,0.549738
350000,0.1,ascending,44,23,0.556962,0.544828
350000,0.1,ascending,42,22,0.5,0.509434
350000,0.1,ascending,50,25,0.60241,0.572464
350000,0.1,ascending,49,24,0.620253,0.635135
350000,0.1,ascending,48,24,0.64,0.646617
350000,0.1,ascending,49,23,0.455556,0.455696
350000,0.1,ascending,48,23,0.564706,0.541667
350000,0.1,ascending,46,23,0.567901,0.569536
350000,0.1,ascending,48,23,0.55814,0.589744
350000,0.1,ascending,46,22,0.471264,0.455128
350000,0.1,ascending,51,25,0.420455,0.423611
350000,0.1,ascending,53,25,0.588889,0.537975
350000,0.1,ascending,54,23,0.574468,0.549383
350000,0.1,ascending,42,22,0.5,0.537415
350000,0.1,ascending,45,22,0.407895,0.401408
350000,0.1,ascending,46,22,0.516854,0.5
350000,0.1,ascending,44,24,0.611111,0.618321
350000,0.1,ascending,42,23,0.56,0.546763
350000,0.1,ascending,44,22,0.505747,0.487654
350000,0.1,ascending,50,23,0.588235,0.554839
350000,0.1,ascending,45,23,0.542169,0.566879
350000,0.1,ascending,43,22,0.530864,0.528662
350000,0.1,ascending,47,24,0.447059,0.448718
350000,0.1,ascending,45,23,0.43038,0.388489
350000,0.1,ascending,51,25,0.37037,0.405594
350000,0.1,ascending,45,22,0.476744,0.46988
350000,0.1,ascending,45,23,0.45122,0.45098
350000,0.1,ascending,49,24,0.563218,0.555556
350000,0.1,ascending,48,25,0.421687,0.426573
350000,0.1,ascending,42,22,0.545455,0.527397
350000,0.1,ascending,42,21,0.531646,0.532468
350000,0.1,ascending,48,23,0.539326,0.516129
350000,0.1,ascending,51,25,0.573034,0.563758
350000,0.1,ascending,43,22,0.558442,0.550336
350000,0.1,ascending,49,25,0.556818,0.547945
350000,0.1,ascending,46,23,0.439024,0.430464
350000,0.1,ascending,48,22,0.564706,0.535484
350000,0.1,ascending,45,23,0.523256,0.509317
350000,0.1,ascending,45,23,0.375,0.377778
350000,0.1,ascending,48,22,0.6,0.616438
350000,0.1,ascending,47,23,0.559524,0.54375
350000,0.1,ascending,47,24,0.61039,0.614865
350000,0.1,ascending,46,22,0.511111,0.506098
350000,0.1,ascending,49,22,0.6125,0.608108
350000,0.1,ascending,48,23,0.435294,0.454545
350000,0.1,ascending,49,23,0.680556,0.691176
350000,0.1,ascending,45,22,0.56962,0.573333
350000,0.1,ascending,51,24,0.56044,0.56051
350000,0.1,ascending,54,23,0.4,0.421687
350000,0.1,ascending,46,23,0.597403,0.585034
350000,0,descending,49,23,0.430233,0.439024
350000,0,descending,43,22,0.494118,0.493671
350000,0,descending,45,22,0.470588,0.444444
350000,0,descending,44,22,0.511628,0.551282
350000,0,descending,45,23,0.423077,0.429577
350000,0,descending,50,24,0.39759,0.401274
350000,0,descending,43,21,0.481928,0.467532
350000,0,descending,44,22,0.53012,0.506579
350000,0,descending,42,23,0.44,0.41844
350000,0,descending,46,22,0.528736,0.530864
350000,0,descending,43,22,0.494118,0.5
350000,0,descending,43,22,0.47561,0.469799
350000,0,descending,44,22,0.488372,0.533333
350000,0,descending,46,22,0.471264,0.478528
350000,0,descending,42,22,0.487805,0.480769
350000,0,descending,46,21,0.528736,0.521212
350000,0,descending,45,22,0.464286,0.458599
350000,0,descending,44,22,0.463415,0.47619
350000,0,descending,43,23,0.5,0.522581
350000,0,descending,44,22,0.47619,0.450331
350000,0,descending,44,21,0.53012,0.535484
350000,0,descending,49,23,0.402439,0.390411
350000,0,descending,42,23,0.475,0.446809
350000,0,descending,49,23,0.544444,0.512195
350000,0,descending,43,22,0.494118,0.487805
350000,0,descending,48,23,0.44186,0.433962
350000,0,descending,43,21,0.505882,0.525316
350000,0,descending,44,22,0.488372,0.497006
350000,0,descending,46,22,0.547619,0.540881
350000,0,descending,42,22,0.481481,0.490446
350000,0,descending,43,22,0.488095,0.486842
350000,0,descending,41,22,0.4875,0.425532
350000,0,descending,46,22,0.534884,0.537975
350000,0,descending,45,22,0.584416,0.586207
350000,0,descending,43,22,0.52439,0.545455
350000,0,descending,41,22,0.506173,0.509804
350000,0,descending,43,22,0.47561,0.503311
350000,0,descending,45,22,0.511364,0.539394
350000,0,descending,45,23,0.54878,0.539474
350000,0,descending,45,22,0.529412,0.540881
350000,0,descending,44,21,0.54321,0.541401
350000,0,descending,47,22,0.534091,0.533333
350000,0,descending,46,22,0.511111,0.490798
350000,0,descending,43,22,0.481928,0.5
350000,0,descending,44,22,0.517647,0.490323
350000,0,descending,48,23,0.551724,0.54375
350000,0,descending,46,23,0.613333,0.6
350000,0,descending,44,23,0.45679,0.458333
350000,0,descending,44,22,0.482353,0.467949
350000,0,descending,46,22,0.560976,0.557692
350000,0.01,descending,96,43,0.657534,0.634518
350000,0.01,descending,102,44,0.689189,0.650246
350000,0.01,descending,88,40,0.615385,0.581633
350000,0.01,descending,108,46,0.710526,0.682051
350000,0.01,descending,93,43,0.659574,0.6
350000,0.01,descending,112,49,0.708861,0.632124
350000,0.01,descending,121,54,0.711765,0.646512
350000,0.01,descending,112,49,0.713376,0.661616
350000,0.01,descending,88,37,0.651852,0.598985
350000,0.01,descending,88,43,0.586667,0.574879
350000,0.01,descending,91,40,0.669118,0.60101
350000,0.01,descending,97,41,0.683099,0.634021
350000,0.01,descending,104,45,0.66242,0.632558
350000,0.01,descending,95,41,0.693431,0.632653
350000,0.01,descending,100,45,0.689655,0.653465
350000,0.01,descending,98,47,0.644737,0.602041
350000,0.01,descending,131,57,0.757225,0.676991
350000,0.01,descending,89,38,0.674242,0.62766
350000,0.01,descending,93,45,0.659574,0.639785
350000,0.01,descending,105,50,0.673077,0.620853
350000,0.01,descending,97,42,0.683099,0.637755
350000,0.01,descending,105,49,0.648148,0.631579
350000,0.01,descending,100,47,0.689655,0.659794
350000,0.01,descending,109,50,0.689873,0.632558
350000,0.01,descending,111,46,0.716129,0.717073
350000,0.01,descending,118,51,0.728395,0.658879
350000,0.01,descending,107,49,0.677215,0.645455
350000,0.01,descending,86,39,0.637037,0.628415
350000,0.01,descending,108,47,0.675,0.650943
350000,0.01,descending,105,49,0.65625,0.604061
350000,0.01,descending,115,49,0.688623,0.632287
350000,0.01,descending,86,38,0.656489,0.61413
350000,0.01,descending,121,57,0.675978,0.625551
350000,0.01,descending,93,42,0.636986,0.623711
350000,0.01,descending,113,51,0.684848,0.65566
350000,0.01,descending,90,47,0.608108,0.549223
350000,0.01,descending,102,46,0.666667,0.631068
350000,0.01,descending,110,54,0.6875,0.665
350000,0.01,descending,92,40,0.638889,0.610811
350000,0.01,descending,108,49,0.683544,0.620853
350000,0.01,descending,99,47,0.622642,0.59375
350000,0.01,descending,95,43,0.646259,0.60101
350000,0.01,descending,99,43,0.682759,0.648649
350000,0.01,descending,101,43,0.691781,0.628141
350000,0.01,descending,92,44,0.652482,0.615789
350000,0.01,descending,94,46,0.652778,0.625
350000,0.01,descending,108,52,0.666667,0.582938
350000,0.01,descending,103,49,0.668831,0.625
350000,0.01,descending,111,48,0.680982,0.654206
350000,0.01,descending,105,48,0.681818,0.641148
350000,0.1,descending,45,24,0.523256,0.496454
350000,0.1,descending,45,22,0.511364,0.506024
350000,0.1,descending,42,22,0.512195,0.518987
350000,0.1,descending,46,22,0.547619,0.528662
350000,0.1,descending,46,23,0.488889,0.486667
350000,0.1,descending,42,21,0.506024,0.486486
350000,0.1,descending,43,21,0.481928,0.487342
350000,0.1,descending,46,24,0.547619,0.509804
350000,0.1,descending,49,23,0.563218,0.537037
350000,0.1,descending,41,22,0.493827,0.513514
350000,0.1,descending,49,23,0.526882,0.5
350000,0.1,descending,44,22,0.536585,0.537931
350000,0.1,descending,47,24,0.54023,0.522876
350000,0.1,descending,45,23,0.523256,0.490323
350000,0.1,descending,47,24,0.546512,0.534722
350000,0.1,descending,45,23,0.5,0.496855
350000,0.1,descending,45,22,0.523256,0.586667
350000,0.1,descending,46,22,0.541176,0.554878
350000,0.1,descending,49,23,0.569767,0.529412
350000,0.1,descending,49,24,0.538462,0.557692
350000,0.1,descending,44,22,0.494253,0.534247
350000,0.1,descending,47,23,0.552941,0.542484
350000,0.1,descending,47,23,0.51087,0.518293
350000,0.1,descending,42,22,0.5,0.5
350000,0.1,descending,50,23,0.537634,0.502924
350000,0.1,descending,46,22,0.528736,0.486842
350000,0.1,descending,46,23,0.534884,0.514085
350000,0.1,descending,45,22,0.488636,0.52795
350000,0.1,descending,46,22,0.528736,0.483221
350000,0.1,descending,45,23,0.5,0.473684
350000,0.1,descending,50,22,0.568182,0.535948
350000,0.1,descending,49,23,0.550562,0.519481
350000,0.1,descending,50,23,0.526316,0.5
350000,0.1,descending,42,21,0.512195,0.5125
350000,0.1,descending,47,21,0.51087,0.518072
350000,0.1,descending,48,24,0.533333,0.527607
350000,0.1,descending,43,21,0.511905,0.490446
350000,0.1,descending,49,22,0.532609,0.552632
350000,0.1,descending,45,22,0.494382,0.469136
350000,0.1,descending,44,22,0.52381,0.529412
350000,0.1,descending,49,24,0.550562,0.528302
350000,0.1,descending,44,23,0.494253,0.516129
350000,0.1,descending,48,23,0.545455,0.578947
350000,0.1,descending,44,22,0.494253,0.496774
350000,0.1,descending,49,23,0.473118,0.493976
350000,0.1,descending,46,23,0.516854,0.512821
350000,0.1,descending,48,23,0.527473,0.506024
350000,0.1,descending,42,23,0.493976,0.490683
350000,0.1,descending,53,25,0.582418,0.548611
350000,0.1,descending,51,23,0.566667,0.542683
400000,0,random,47,24,0.5875,0.572414
400000,0,random,44,22,0.505747,0.490909
400000,0,random,45,23,0.4375,0.431373
400000,0,random,48,24,0.421687,0.422078
400000,0,random,46,23,0.541176,0.54
400000,0,random,43,22,0.5375,0.545455
400000,0,random,47,23,0.45977,0.51634
400000,0,random,42,22,0.506024,0.5
400000,0,random,46,22,0.516854,0.490909
400000,0,random,43,22,0.455696,0.448052
400000,0,random,44,22,0.586667,0.592857
400000,0,random,45,22,0.5,0.5
400000,0,random,47,23,0.440476,0.44375
400000,0,random,44,22,0.5,0.467949
400000,0,random,47,22,0.516484,0.506173
400000,0,random,46,24,0.730159,0.714286
400000,0,random,43,23,0.565789,0.565517
400000,0,random,45,21,0.511364,0.509091
400000,0,random,46,23,0.439024,0.453947
400000,0,random,44,23,0.53012,0.522013
400000,0,random,42,22,0.531646,0.549669
400000,0,random,43,23,0.5,0.525
400000,0,random,42,22,0.506024,0.512346
400000,0,random,46,23,0.589744,0.594595
400000,0,random,43,22,0.481928,0.496644
400000,0,random,44,22,0.482353,0.490683
400000,0,random,47,23,0.405063,0.403974
400000,0,random,46,24,0.386667,0.378788
400000,0,random,46,23,0.560976,0.569536
400000,0,random,40,21,0.473684,0.47651
400000,0,random,46,23,0.589744,0.618056
400000,0,random,49,23,0.371795,0.364286
400000,0,random,47,22,0.534091,0.512821
400000,0,random,49,24,0.583333,0.565789
400000,0,random,46,23,0.534884,0.5125
400000,0,random,43,22,0.651515,0.650794
400000,0,random,47,23,0.54023,0.536145
400000,0,random,46,23,0.541176,0.541401
400000,0,random,44,23,0.241379,0.242105
400000,0,random,45,22,0.45122,0.437908
400000,0,random,42,23,0.575342,0.59854
400000,0,random,45,22,0.494382,0.532468
400000,0,random,45,22,0.523256,0.539877
400000,0,random,43,21,0.488095,0.506494
400000,0,random,44,22,0.494253,0.450331
400000,0,random,45,23,0.464286,0.48
400000,0,random,45,22,0.535714,0.556962
400000,0,random,46,23,0.432099,0.434483
400000,0,random,47,23,0.47191,0.481707
400000,0,random,46,22,0.445783,0.470588
400000,0.01,random,45,22,0.523256,0.535032
400000,0.01,random,44,23,0.52381,0.544872
400000,0.01,random,46,22,0.575,0.597315
400000,0.01,random,44,23,0.505747,0.468354
400000,0.01,random,45,22,0.529412,0.469799
400000,0.01,random,44,22,0.488372,0.49697
400000,0.01,random,44,23,0.488372,0.464968
400000,0.01,random,43,22,0.488095,0.5
400000,0.01,random,43,23,0.385714,0.349206
400000,0.01,random,48,23,0.578313,0.567742
400000,0.01,random,42,22,0.512195,0.516129
400000,0.01,random,47,22,0.522222,0.515152
400000,0.01,random,51,24,0.593023,0.585526
400000,0.01,random,47,23,0.465909,0.446667
400000,0.01,random,43,22,0.488095,0.4875
400000,0.01,random,47,23,0.534091,0.52381
400000,0.01,random,45,22,0.423077,0.405594
400000,0.01,random,53,25,0.654321,0.615942
400000,0.01,random,46,23,0.477273,0.478788
400000,0.01,random,45,22,0.517241,0.483871
400000,0.01,random,49,23,0.550562,0.534591
400000,0.01,random,44,22,0.482353,0.451613
400000,0.01,random,47,23,0.4125,0.401361
400000,0.01,random,43,22,0.488095,0.461538
400000,0.01,random,46,23,0.352113,0.340909
400000,0.01,random,44,23,0.536585,0.554839
400000,0.01,random,46,22,0.528736,0.512821
400000,0.01,random,46,22,0.575,0.577922
400000,0.01,random,43,22,0.494118,0.487654
400000,0.01,random,44,23,0.556962,0.569536
400000,0.01,random,46,22,0.554217,0.54375
400000,0.01,random,44,22,0.53012,0.554839
400000,0.01,random,43,22,0.511905,0.509434
400000,0.01,random,45,22,0.476744,0.490196
400000,0.01,random,46,23,0.471264,0.477419
400000,0.01,random,45,22,0.523256,0.517857
400000,0.01,random,46,22,0.465116,0.466258
400000,0.01,random,47,23,0.546512,0.551515
400000,0.01,random,45,22,0.5625,0.54902
400000,0.01,random,45,23,0.5,0.411348
400000,0.01,random,42,22,0.512195,0.516556
400000,0.01,random,44,23,0.564103,0.576389
400000,0.01,random,45,22,0.470588,0.4625
400000,0.01,random,42,22,0.5,0.483871
400000,0.01,random,49,23,0.604938,0.572414
400000,0.01,random,49,23,0.436782,0.416107
400000,0.01,random,45,22,0.494382,0.497041
400000,0.01,random,42,22,0.525,0.539474
400000,0.01,random,43,22,0.505882,0.518519
400000,0.01,random,44,23,0.53012,0.553957
400000,0.1,random,44,23,0.46988,0.470588
400000,0.1,random,47,22,0.566265,0.565217
400000,0.1,random,43,21,0.47561,0.490066
400000,0.1,random,45,23,0.4375,0.436242
400000,0.1,random,45,22,0.535714,0.54375
400000,0.1,random,44,22,0.482353,0.461538
400000,0.1,random,47,22,0.566265,0.575
400000,0.1,random,45,23,0.476744,0.513333
400000,0.1,random,48,22,0.545455,0.522293
400000,0.1,random,44,22,0.5,0.512048
400000,0.1,random,41,22,0.5125,0.51634
400000,0.1,random,46,22,0.534884,0.521212
400000,0.1,random,46,23,0.522727,0.592593
400000,0.1,random,45,22,0.45122,0.43871
400000,0.1,random,47,23,0.433735,0.423077
400000,0.1,random,43,22,0.488095,0.50641
400000,0.1,random,48,22,0.539326,0.512195
400000,0.1,random,43,22,0.505882,0.496933
400000,0.1,random,44,23,0.352941,0.351145
400000,0.1,random,46,23,0.452381,0.4625
400000,0.1,random,43,22,0.518072,0.512346
400000,0.1,random,46,23,0.471264,0.522876
400000,0.1,random,43,23,0.511905,0.522059
400000,0.1,random,49,22,0.363636,0.367347
400000,0.1,random,45,23,0.517241,0.50641
400000,0.1,random,46,23,0.547619,0.526316
400000,0.1,random,50,24,0.617284,0.613793
400000,0.1,random,48,22,0.44186,0.425926
400000,0.1,random,43,22,0.5,0.490566
400000,0.1,random,44,22,0.52381,0.522293
400000,0.1,random,45,23,0.592105,0.582192
400000,0.1,random,48,23,0.592593,0.587838
400000,0.1,random,42,23,0.454545,0.411348
400000,0.1,random,46,22,0.488889,0.491329
400000,0.1,random,43,22,0.530864,0.552632
400000,0.1,random,43,22,0.469136,0.468354
400000,0.1,random,41,22,0.5125,0.544218
400000,0.1,random,46,22,0.488889,0.474684
400000,0.1,random,48,23,0.489362,0.493976
400000,0.1,random,44,22,0.517647,0.526667
400000,0.1,random,43,23,0.5,0.520548
400000,0.1,random,48,23,0.448276,0.458599
400000,0.1,random,45,22,0.54878,0.554839
400000,0.1,random,46,22,0.458824,0.5
400000,0.1,random,46,23,0.505495,0.493671
400000,0.1,random,42,22,0.487805,0.527397
400000,0.1,random,47,24,0.534091,0.537037
400000,0.1,random,44,22,0.511628,0.490683
400000,0.1,random,43,22,0.511905,0.506173
400000,0.1,random,45,23,0.517241,0.496774
400000,0,ascending,44,23,0.556962,0.563758
400000,0,ascending,46,23,0.547619,0.529801
400000,0,ascending,47,23,0.433735,0.435897
400000,0,ascending,44,23,0.494253,0.476821
400000,0,ascending,45,22,0.535714,0.522876
400000,0,ascending,48,23,0.527473,0.524096
400000,0,ascending,48,23,0.428571,0.430464
400000,0,ascending,45,23,0.529412,0.519737
400000,0,ascending,45,22,0.488636,0.457317
400000,0,ascending,47,23,0.364865,0.345588
400000,0,ascending,46,23,0.575,0.548611
400000,0,ascending,45,23,0.535714,0.564935
400000,0,ascending,44,22,0.52381,0.54902
400000,0,ascending,43,22,0.5,0.484663
400000,0,ascending,43,22,0.558442,0.574324
400000,0,ascending,51,23,0.426966,0.443038
400000,0,ascending,47,23,0.447059,0.427673
400000,0,ascending,44,22,0.46988,0.477987
400000,0,ascending,46,23,0.554217,0.565217
400000,0,ascending,47,23,0.505376,0.487952
400000,0,ascending,45,22,0.542169,0.547771
400000,0,ascending,47,22,0.54023,0.53125
400000,0,ascending,46,23,0.465116,0.44375
400000,0,ascending,43,22,0.481928,0.493671
400000,0,ascending,43,22,0.494118,0.493827
400000,0,ascending,49,22,0.538462,0.528662
400000,0,ascending,42,22,0.432432,0.397059
400000,0,ascending,45,22,0.457831,0.458599
400000,0,ascending,46,22,0.511111,0.508982
400000,0,ascending,46,22,0.488889,0.518293
400000,0,ascending,48,24,0.585366,0.594406
400000,0,ascending,45,22,0.482759,0.487654
400000,0,ascending,48,22,0.435294,0.420382
400000,0,ascending,45,22,0.54878,0.541401
400000,0,ascending,43,22,0.5,0.512346
400000,0,ascending,45,23,0.470588,0.45
400000,0,ascending,45,22,0.511364,0.531646
400000,0,ascending,46,23,0.522727,0.519231
400000,0,ascending,45,22,0.494382,0.464516
400000,0,ascending,45,22,0.535714,0.528302
400000,0,ascending,46,22,0.534884,0.523179
400000,0,ascending,47,22,0.483516,0.471338
400000,0,ascending,46,23,0.528736,0.549296
400000,0,ascending,43,22,0.488095,0.481707
400000,0,ascending,43,22,0.47561,0.458599
400000,0,ascending,45,22,0.555556,0.56051
400000,0,ascending,45,22,0.555556,0.564935
400000,0,ascending,52,24,0.658228,0.673611
400000,0,ascending,46,23,0.488889,0.487179
400000,0,ascending,50,23,0.561798,0.551948
400000,0.01,ascending,60,27,0.333333,0.381579
400000,0.01,ascending,58,25,0.447619,0.458101
400000,0.01,ascending,54,26,0.5625,0.569061
400000,0.01,ascending,66,27,0.628571,0.6
400000,0.01,ascending,75,30,0.652174,0.648241
400000,0.01,ascending,68,30,0.571429,0.61809
400000,0.01,ascending,59,26,0.351648,0.378882
400000,0.01,ascending,55,26,0.55,0.560976
400000,0.01,ascending,59,26,0.477876,0.481481
400000,0.01,ascending,55,25,0.591398,0.564706
400000,0.01,ascending,50,24,0.555556,0.546012
400000,0.01,ascending,56,26,0.528302,0.497175
400000,0.01,ascending,59,29,0.686047,0.694268
400000,0.01,ascending,60,26,0.540541,0.551351
400000,0.01,ascending,66,30,0.383178,0.350785
400000,0.01,ascending,51,26,0.525773,0.464286
400000,0.01,ascending,63,30,0.623762,0.571429
400000,0.01,ascending,102,37,0.689189,0.638393
400000,0.01,ascending,78,32,0.376,0.447368
400000,0.01,ascending,52,24,0.463918,0.47541
400000,0.01,ascending,61,29,0.648936,0.603774
400000,0.01,ascending,58,25,0.5,0.486772
400000,0.01,ascending,55,28,0.670732,0.678082
400000,0.01,ascending,67,30,0.683673,0.620253
400000,0.01,ascending,61,27,0.306818,0.298137
400000,0.01,ascending,51,26,0.49505,0.481283
400000,0.01,ascending,52,26,0.5,0.488235
400000,0.01,ascending,56,27,0.42268,0.441558
400000,0.01,ascending,60,26,0.550459,0.570588
400000,0.01,ascending,75,33,0.6,0.556757
400000,0.01,ascending,57,26,0.387097,0.390728
400000,0.01,ascending,56,27,0.410526,0.441718
400000,0.01,ascending,63,29,0.61165,0.571429
400000,0.01,ascending,89,37,0.674242,0.645631
400000,0.01,ascending,63,27,0.759036,0.755556
400000,0.01,ascending,71,29,0.663551,0.601156
400000,0.01,ascending,70,29,0.608696,0.641791
400000,0.01,ascending,55,26,0.518868,0.562842
400000,0.01,ascending,57,26,0.43,0.444444
400000,0.01,ascending,56,26,0.571429,0.531429
400000,0.01,ascending,60,27,0.606061,0.547059
400000,0.01,ascending,60,28,0.645161,0.592357
400000,0.01,ascending,51,26,0.548387,0.539326
400000,0.01,ascending,56,29,0.391304,0.43125
400000,0.01,ascending,53,24,0.509615,0.483696
400000,0.01,ascending,53,24,0.447917,0.444444
400000,0.01,ascending,75,32,0.385246,0.402235
400000,0.01,ascending,58,27,0.574257,0.566879
400000,0.01,ascending,61,29,0.586538,0.546584
400000,0.01,ascending,72,32,0.5625,0.536082
400000,0.1,ascending,50,27,0.595238,0.638298
400000,0.1,ascending,44,22,0.494253,0.508982
400000,0.1,ascending,52,27,0.380952,0.406667
400000,0.1,ascending,47,24,0.522222,0.518987
400000,0.1,ascending,47,25,0.559524,0.506757
400000,0.1,ascending,48,24,0.454545,0.455696
400000,0.1,ascending,57,27,0.662791,0.64
400000,0.1,ascending,49,24,0.355263,0.34127
400000,0.1,ascending,48,22,0.551724,0.522293
400000,0.1,ascending,47,22,0.47191,0.398649
400000,0.1,ascending,50,23,0.561798,0.509554
400000,0.1,ascending,49,24,0.544444,0.534591
400000,0.1,ascending,43,22,0.5,0.51875
400000,0.1,ascending,48,23,0.539326,0.54321
400000,0.1,ascending,49,26,0.597561,0.614286
400000,0.1,ascending,51,25,0.426966,0.448485
400000,0.1,ascending,45,22,0.505618,0.493421
400000,0.1,ascending,45,24,0.423077,0.435374
400000,0.1,ascending,47,23,0.5875,0.58042
400000,0.1,ascending,47,23,0.534091,0.493421
400000,0.1,ascending,45,22,0.505618,0.486842
400000,0.1,ascending,51,24,0.593023,0.578947
400000,0.1,ascending,47,23,0.465909,0.490909
400000,0.1,ascending,46,22,0.483146,0.472727
400000,0.1,ascending,51,28,0.653846,0.606299
400000,0.1,ascending,50,23,0.574713,0.553459
400000,0.1,ascending,47,23,0.552941,0.554839
400000,0.1,ascending,51,25,0.426966,0.451613
400000,0.1,ascending,47,24,0.546512,0.557692
400000,0.1,ascending,52,23,0.434783,0.481481
400000,0.1,ascending,49,24,0.443182,0.388489
400000,0.1,ascending,46,23,0.471264,0.487805
400000,0.1,ascending,45,23,0.45122,0.447368
400000,0.1,ascending,47,24,0.51087,0.506173
400000,0.1,ascending,49,24,0.636364,0.642857
400000,0.1,ascending,47,23,0.516484,0.515528
400000,0.1,ascending,47,23,0.534091,0.529801
400000,0.1,ascending,50,24,0.404762,0.393103
400000,0.1,ascending,47,23,0.453488,0.475
400000,0.1,ascending,49,24,0.6125,0.611111
400000,0.1,ascending,44,24,0.5,0.524823
400000,0.1,ascending,43,22,0.589041,0.641221
400000,0.1,ascending,47,25,0.573171,0.473282
400000,0.1,ascending,47,23,0.54023,0.557692
400000,0.1,ascending,50,24,0.404762,0.415584
400000,0.1,ascending,46,23,0.547619,0.534591
400000,0.1,ascending,48,22,0.527473,0.490446
400000,0.1,ascending,43,22,0.47561,0.493506
400000,0.1,ascending,43,22,0.530864,0.513699
400000,0.1,ascending,44,22,0.488372,0.493671
400000,0,descending,42,22,0.506024,0.525316
400000,0,descending,44,22,0.517647,0.522293
400000,0,descending,42,22,0.506024,0.506579
400000,0,descending,43,22,0.518072,0.522013
400000,0,descending,44,22,0.511628,0.512346
400000,0,descending,45,22,0.464286,0.484076
400000,0,descending,47,22,0.51087,0.52907
